Unnamed: 0,Date,Manufacturing_Date,Expiry_Date,Days_to_Expiry_at_Sale,Is_Near_Expiry_At_Sale,Product_ID,Product_Name,Category,Company_Name,Is_Perishable,Shelf_Life_Days,Storage_Temperature,Lot_ID,Stock_Batch_Quantity,Quantity_Stocked,Quantity_Sold,Wastage_Units,On_Hand_After_Sale,Near_Expiry_Units,Price_per_Unit,Revenue,Feedback_Score,Supermarket_Branch
6239,2023-05-16,2023-05-16,2023-05-29,13,False,4558,Onion,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20230516-912,443,316,256,4,56,2,21.37,5470.72,3,Supermarket C - HSR Layout
6240,2024-10-06,2024-10-04,2024-10-07,1,True,6455,Sandwich Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20241004-580,557,376,200,15,161,161,40.42,8084.0,3,Supermarket C - HSR Layout
6241,2024-09-14,2024-09-04,2024-09-15,1,True,4433,Carrot,Vegetables,FarmGate,True,11,Cool (10-15°C),LOT-20240904-907,576,290,117,25,148,148,28.04,3280.68,3,Supermarket C - HSR Layout
6242,2024-04-20,2024-04-15,2024-04-21,1,True,6064,Brown Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20240415-656,434,274,135,18,121,121,55.31,7466.85,5,Supermarket C - HSR Layout
6243,2025-06-28,2025-06-13,2025-07-03,5,False,3220,Apple,Fruits,Del Monte,True,20,Cool (10-15°C),LOT-20250613-398,303,254,96,17,141,14,110.9,10646.4,4,Supermarket C - HSR Layout
6244,2023-06-21,2023-06-17,2023-07-05,14,False,3507,Grapes,Fruits,Reliance Fresh,True,18,Cool (10-15°C),LOT-20230617-173,356,291,167,14,110,0,100.27,16745.09,3,Supermarket C - HSR Layout
6245,2024-04-16,2024-04-08,2024-04-22,6,False,5264,Milk 500ml,Dairy,Amul,True,14,Chilled (2-4°C),LOT-20240408-128,624,477,234,38,205,50,85.93,20107.62,3,Supermarket C - HSR Layout
6246,2025-05-29,2025-02-27,2026-01-28,244,False,9736,Biscuit 200g,Snacks,Parle,False,335,Ambient (20-25°C),LOT-20250227-368,914,673,354,17,302,30,41.0,14514.0,4,Supermarket C - HSR Layout
6247,2025-07-02,2025-02-03,2025-12-18,169,False,8576,Packaged Water 1L,Beverages,Bisleri,False,318,Ambient (20-25°C),LOT-20250203-691,847,527,200,8,319,28,33.4,6680.0,5,Supermarket C - HSR Layout
6248,2024-12-06,2024-12-05,2024-12-14,8,False,4216,Carrot,Vegetables,FarmGate,True,9,Cool (10-15°C),LOT-20241205-867,445,165,92,6,67,4,30.55,2810.6,3,Supermarket C - HSR Layout
6249,2025-06-28,2025-03-10,2025-11-08,133,False,8221,Packaged Water 1L,Beverages,Bisleri,False,243,Ambient (20-25°C),LOT-20250310-602,934,791,369,26,396,67,66.11,24394.59,4,Supermarket C - HSR Layout
6250,2023-07-21,2023-07-14,2023-07-25,4,False,4509,Onion,Vegetables,Namdhari,True,11,Cool (10-15°C),LOT-20230714-474,535,244,117,17,110,11,16.52,1932.84,3,Supermarket C - HSR Layout
6251,2025-05-25,2025-05-22,2025-05-29,4,False,4618,Tomato,Vegetables,Namdhari,True,7,Cool (10-15°C),LOT-20250522-267,304,255,131,10,114,28,38.76,5077.56,4,Supermarket C - HSR Layout
6252,2023-01-29,2023-01-29,2023-02-11,13,False,4893,Tomato,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20230129-695,127,118,74,5,39,2,54.99,4069.26,4,Supermarket C - HSR Layout
6253,2025-02-08,2024-12-27,2025-06-27,139,False,8083,Mango Juice 1L,Beverages,Paper Boat,False,182,Ambient (20-25°C),LOT-20241227-370,747,504,125,12,367,20,42.77,5346.25,4,Supermarket C - HSR Layout
6254,2023-02-09,2023-02-06,2023-02-10,1,True,6254,Brown Bread,Bakery,Britannia,True,4,Ambient (20-25°C),LOT-20230206-862,728,596,208,45,343,343,117.48,24435.84,3,Supermarket C - HSR Layout
6255,2024-01-21,2023-08-20,2024-08-05,197,False,9538,Chocolate Bar 45g,Snacks,Cadbury,False,351,Ambient (20-25°C),LOT-20230820-772,891,524,217,15,292,51,19.04,4131.68,4,Supermarket C - HSR Layout
6256,2023-09-03,2023-08-20,2023-09-09,6,False,3169,Mango,Fruits,FreshFarms,True,20,Cool (10-15°C),LOT-20230820-402,659,568,355,32,181,24,89.91,31918.05,3,Supermarket C - HSR Layout
6257,2024-12-30,2024-12-17,2024-12-30,0,True,7030,Chicken Breast 500g,Meat,Licious,True,13,Frozen (-18°C),LOT-20241217-852,214,201,81,18,102,102,235.52,19077.12,3,Supermarket C - HSR Layout
6258,2024-02-14,2023-10-28,2024-06-28,135,False,8398,Orange Juice 1L,Beverages,Real,False,244,Ambient (20-25°C),LOT-20231028-450,769,572,152,23,397,84,59.31,9015.12,5,Supermarket C - HSR Layout
6259,2024-08-27,2024-01-12,2024-12-04,99,False,9263,Potato Chips 100g,Snacks,Lays,False,327,Ambient (20-25°C),LOT-20240112-706,800,543,184,18,341,16,149.32,27474.88,5,Supermarket C - HSR Layout
6260,2025-06-02,2025-05-28,2025-06-05,3,True,3943,Apple,Fruits,Del Monte,True,8,Cool (10-15°C),LOT-20250528-735,609,506,242,25,239,239,91.13,22053.46,4,Supermarket C - HSR Layout
6261,2023-12-24,2023-12-18,2023-12-25,1,True,5414,Curd 400g,Dairy,Amul,True,7,Chilled (2-4°C),LOT-20231218-929,503,290,134,22,134,134,101.66,13622.44,2,Supermarket C - HSR Layout
6262,2025-06-07,2024-11-30,2025-06-30,23,False,8107,Orange Juice 1L,Beverages,Real,False,212,Ambient (20-25°C),LOT-20241130-275,695,617,116,19,482,79,68.34,7927.44,5,Supermarket C - HSR Layout
6263,2024-01-03,2024-01-02,2024-01-10,7,False,7900,Eggs Dozen,Meat,Local Farm,True,8,Frozen (-18°C),LOT-20240102-127,873,854,346,67,441,40,275.69,95388.74,5,Supermarket C - HSR Layout
6264,2023-01-17,2023-01-09,2023-01-22,5,False,4292,Onion,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20230109-869,268,149,81,11,57,7,42.5,3442.5,4,Supermarket C - HSR Layout
6265,2023-06-13,2023-05-24,2023-10-26,135,False,9961,Potato Chips 100g,Snacks,Lays,False,155,Ambient (20-25°C),LOT-20230524-664,968,776,232,25,519,27,139.26,32308.32,3,Supermarket C - HSR Layout
6266,2024-07-24,2024-07-11,2025-01-01,161,False,9670,Masala Namkeen 150g,Snacks,Haldiram's,False,174,Ambient (20-25°C),LOT-20240711-611,887,586,360,13,213,52,89.09,32072.4,5,Supermarket C - HSR Layout
6267,2023-12-28,2023-12-28,2024-01-03,6,False,7436,Fish Fillet 500g,Meat,FreshToHome,True,6,Frozen (-18°C),LOT-20231228-506,569,342,207,19,116,10,193.88,40133.16,4,Supermarket C - HSR Layout
6268,2024-04-08,2024-04-07,2024-04-10,2,True,6492,Brown Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20240407-361,472,207,148,7,52,52,58.74,8693.52,4,Supermarket C - HSR Layout
6269,2024-05-23,2024-01-10,2024-09-05,105,False,9816,Biscuit 200g,Snacks,Parle,False,239,Ambient (20-25°C),LOT-20240110-825,736,519,190,11,318,58,149.98,28496.2,4,Supermarket C - HSR Layout
6270,2024-01-27,2023-12-02,2024-08-09,195,False,9970,Chocolate Bar 45g,Snacks,Cadbury,False,251,Ambient (20-25°C),LOT-20231202-169,958,560,216,16,328,74,70.89,15312.24,5,Supermarket C - HSR Layout
6271,2025-06-26,2025-06-16,2025-06-29,3,True,4223,Onion,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20250616-902,481,376,224,26,126,126,26.33,5897.92,4,Supermarket C - HSR Layout
6272,2025-06-26,2025-06-14,2025-06-29,3,True,3235,Grapes,Fruits,Reliance Fresh,True,15,Cool (10-15°C),LOT-20250614-898,557,294,144,15,135,135,119.99,17278.56,4,Supermarket C - HSR Layout
6273,2024-12-18,2024-12-04,2024-12-23,5,False,3544,Grapes,Fruits,Reliance Fresh,True,19,Cool (10-15°C),LOT-20241204-906,585,373,173,31,169,21,35.2,6089.6,4,Supermarket C - HSR Layout
6274,2024-03-07,2024-02-26,2024-03-14,7,False,3202,Banana,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20240226-723,523,494,179,33,282,65,43.59,7802.61,4,Supermarket C - HSR Layout
6275,2024-11-01,2024-10-26,2024-11-04,3,True,5236,Paneer 200g,Dairy,Nandini,True,9,Chilled (2-4°C),LOT-20241026-803,440,317,149,17,151,151,37.65,5609.85,3,Supermarket C - HSR Layout
6276,2024-04-19,2024-04-13,2024-04-21,2,True,5870,Milk 500ml,Dairy,Amul,True,8,Chilled (2-4°C),LOT-20240413-794,475,297,181,12,104,104,97.44,17636.64,3,Supermarket C - HSR Layout
6277,2024-07-11,2024-07-10,2024-07-19,8,False,4866,Onion,Vegetables,Namdhari,True,9,Cool (10-15°C),LOT-20240710-116,690,569,314,35,220,46,46.85,14710.9,4,Supermarket C - HSR Layout
6278,2025-05-01,2025-04-28,2025-05-04,3,True,6496,Sandwich Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20250428-451,537,334,159,10,165,165,96.61,15360.99,2,Supermarket C - HSR Layout
6279,2025-01-14,2025-01-14,2025-01-23,9,False,3879,Mango,Fruits,FreshFarms,True,9,Cool (10-15°C),LOT-20250114-539,544,407,205,20,182,16,102.2,20951.0,5,Supermarket C - HSR Layout
6280,2024-12-05,2024-11-28,2024-12-05,0,True,4483,Carrot,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20241128-901,446,315,180,12,123,123,59.77,10758.6,1,Supermarket C - HSR Layout
6281,2023-06-13,2023-04-12,2023-09-21,100,False,9283,Masala Namkeen 150g,Snacks,Haldiram's,False,162,Ambient (20-25°C),LOT-20230412-739,714,326,185,6,135,12,145.91,26993.35,5,Supermarket C - HSR Layout
6282,2025-04-15,2025-04-13,2025-04-18,3,True,6244,Brown Bread,Bakery,Britannia,True,5,Ambient (20-25°C),LOT-20250413-969,307,237,96,15,126,126,47.36,4546.56,4,Supermarket C - HSR Layout
6283,2025-03-01,2025-02-21,2025-03-09,8,False,3008,Orange,Fruits,Del Monte,True,16,Cool (10-15°C),LOT-20250221-403,555,519,244,34,241,1,30.54,7451.76,3,Supermarket C - HSR Layout
6284,2024-05-31,2024-05-30,2024-06-04,4,False,7812,Fish Fillet 500g,Meat,FreshToHome,True,5,Frozen (-18°C),LOT-20240530-221,645,459,162,31,266,23,171.48,27779.76,4,Supermarket C - HSR Layout
6285,2024-07-29,2024-07-28,2024-08-08,10,False,5615,Paneer 200g,Dairy,Nandini,True,11,Chilled (2-4°C),LOT-20240728-296,292,204,134,8,62,9,101.98,13665.32,5,Supermarket C - HSR Layout
6286,2024-03-25,2024-03-25,2024-04-21,27,False,5734,Curd 400g,Dairy,Amul,True,27,Chilled (2-4°C),LOT-20240325-110,489,246,167,9,70,16,25.3,4225.1,3,Supermarket C - HSR Layout
6287,2024-08-06,2024-08-05,2024-08-15,9,False,3401,Mango,Fruits,FreshFarms,True,10,Cool (10-15°C),LOT-20240805-396,597,366,177,23,166,32,50.12,8871.24,4,Supermarket C - HSR Layout
6288,2024-04-08,2024-03-31,2024-04-26,18,False,5774,Butter 100g,Dairy,Amul,True,26,Chilled (2-4°C),LOT-20240331-125,483,430,344,12,74,18,92.98,31985.12,4,Supermarket C - HSR Layout
6289,2023-05-23,2023-05-20,2023-05-30,7,False,4092,Potato,Vegetables,Namdhari,True,10,Cool (10-15°C),LOT-20230520-953,463,262,127,12,123,1,24.62,3126.74,4,Supermarket C - HSR Layout
6290,2023-05-22,2023-05-18,2023-05-26,4,False,4783,Spinach,Vegetables,FarmGate,True,8,Cool (10-15°C),LOT-20230518-731,371,343,195,20,128,7,27.24,5311.8,5,Supermarket C - HSR Layout
6291,2024-12-13,2024-12-09,2024-12-13,0,True,6743,Pav 6pc,Bakery,Modern Foods,True,4,Ambient (20-25°C),LOT-20241209-509,396,312,132,17,163,163,69.05,9114.6,2,Supermarket C - HSR Layout
6292,2025-03-17,2025-03-17,2025-03-27,10,False,3730,Banana,Fruits,FreshFarms,True,10,Cool (10-15°C),LOT-20250317-172,393,279,148,21,110,27,81.76,12100.48,4,Supermarket C - HSR Layout
6293,2024-08-23,2024-08-21,2024-09-01,9,False,7633,Fish Fillet 500g,Meat,FreshToHome,True,11,Frozen (-18°C),LOT-20240821-882,460,310,107,16,187,23,355.7,38059.9,5,Supermarket C - HSR Layout
6294,2025-05-04,2025-04-29,2025-05-05,1,True,7382,Fish Fillet 500g,Meat,FreshToHome,True,6,Frozen (-18°C),LOT-20250429-492,720,401,200,29,172,172,162.7,32540.0,3,Supermarket C - HSR Layout
6295,2024-05-15,2024-04-21,2024-12-10,209,False,8827,Packaged Water 1L,Beverages,Bisleri,False,233,Ambient (20-25°C),LOT-20240421-113,848,614,343,16,255,67,101.29,34742.47,4,Supermarket C - HSR Layout
6296,2024-10-05,2024-10-02,2024-10-14,9,False,7078,Fish Fillet 500g,Meat,FreshToHome,True,12,Frozen (-18°C),LOT-20241002-659,341,164,104,7,53,7,235.08,24448.32,4,Supermarket C - HSR Layout
6297,2024-11-12,2024-11-09,2024-11-25,13,False,3003,Mango,Fruits,FreshFarms,True,16,Cool (10-15°C),LOT-20241109-904,587,319,175,19,125,8,99.47,17407.25,5,Supermarket C - HSR Layout
6298,2023-11-17,2023-07-30,2024-03-29,133,False,8452,Packaged Water 1L,Beverages,Bisleri,False,243,Ambient (20-25°C),LOT-20230730-419,927,781,341,22,418,28,58.23,19856.43,4,Supermarket C - HSR Layout
6299,2024-05-20,2024-05-17,2024-06-02,13,False,3525,Orange,Fruits,Del Monte,True,16,Cool (10-15°C),LOT-20240517-849,449,309,144,15,150,11,85.91,12371.04,4,Supermarket C - HSR Layout
6300,2024-08-23,2024-08-18,2024-08-23,0,True,6537,Brown Bread,Bakery,Britannia,True,5,Ambient (20-25°C),LOT-20240818-845,369,252,135,10,107,107,110.05,14856.75,3,Supermarket C - HSR Layout
6301,2023-12-19,2023-05-28,2024-03-29,101,False,8250,Orange Juice 1L,Beverages,Real,False,306,Ambient (20-25°C),LOT-20230528-671,671,602,262,20,320,30,44.3,11606.6,4,Supermarket C - HSR Layout
6302,2023-08-14,2023-08-09,2023-08-20,6,False,7260,Mutton Curry Cut 500g,Meat,Licious,True,11,Frozen (-18°C),LOT-20230809-541,344,293,71,29,193,39,151.8,10777.8,4,Supermarket C - HSR Layout
6303,2025-07-05,2025-06-09,2026-02-21,231,False,8192,Orange Juice 1L,Beverages,Real,False,257,Ambient (20-25°C),LOT-20250609-518,1096,760,239,26,495,124,76.61,18309.79,5,Supermarket C - HSR Layout
6304,2023-11-24,2023-10-13,2024-05-27,185,False,9851,Masala Namkeen 150g,Snacks,Haldiram's,False,227,Ambient (20-25°C),LOT-20231013-866,778,480,238,6,236,21,135.45,32237.1,5,Supermarket C - HSR Layout
6305,2025-04-18,2025-04-12,2025-04-24,6,False,4704,Potato,Vegetables,Namdhari,True,12,Cool (10-15°C),LOT-20250412-657,699,409,263,14,132,3,56.18,14775.34,3,Supermarket C - HSR Layout
6306,2024-03-08,2024-01-20,2024-05-08,61,False,8327,Packaged Water 1L,Beverages,Bisleri,False,109,Ambient (20-25°C),LOT-20240120-235,833,635,290,13,332,94,92.86,26929.4,4,Supermarket C - HSR Layout
6307,2023-10-12,2023-10-05,2023-10-14,2,True,4861,Carrot,Vegetables,FarmGate,True,9,Cool (10-15°C),LOT-20231005-141,531,420,150,35,235,235,54.03,8104.5,3,Supermarket C - HSR Layout
6308,2024-09-09,2024-09-07,2024-09-14,5,False,5372,Curd 400g,Dairy,Amul,True,7,Chilled (2-4°C),LOT-20240907-502,352,345,234,14,97,17,43.56,10193.04,4,Supermarket C - HSR Layout
6309,2024-01-16,2024-01-05,2024-01-22,6,False,3599,Pomegranate,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20240105-591,445,393,158,27,208,41,55.39,8751.62,3,Supermarket C - HSR Layout
6310,2024-01-04,2023-12-21,2024-01-05,1,True,5190,Milk 500ml,Dairy,Amul,True,15,Chilled (2-4°C),LOT-20231221-884,615,557,357,23,177,177,65.28,23304.96,4,Supermarket C - HSR Layout
6311,2024-08-18,2024-08-17,2024-08-27,9,False,3436,Pomegranate,Fruits,FreshFarms,True,10,Cool (10-15°C),LOT-20240817-130,307,200,103,12,85,5,48.21,4965.63,4,Supermarket C - HSR Layout
6312,2024-04-03,2024-03-24,2024-04-03,0,True,3071,Grapes,Fruits,Reliance Fresh,True,10,Cool (10-15°C),LOT-20240324-917,680,489,246,29,214,214,59.7,14686.2,2,Supermarket C - HSR Layout
6313,2025-04-20,2025-03-08,2025-11-08,202,False,8071,Orange Juice 1L,Beverages,Real,False,245,Ambient (20-25°C),LOT-20250308-908,812,650,166,24,460,105,22.97,3813.02,4,Supermarket C - HSR Layout
6314,2024-07-26,2024-07-16,2024-07-29,3,True,4733,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20240716-219,621,572,404,19,149,149,51.48,20797.92,4,Supermarket C - HSR Layout
6315,2023-11-16,2023-06-01,2024-01-08,53,False,9750,Potato Chips 100g,Snacks,Lays,False,221,Ambient (20-25°C),LOT-20230601-400,1007,684,250,14,420,90,74.69,18672.5,3,Supermarket C - HSR Layout
6316,2023-01-24,2023-01-22,2023-02-06,13,False,5669,Paneer 200g,Dairy,Nandini,True,15,Chilled (2-4°C),LOT-20230122-189,638,424,348,2,74,11,26.48,9215.04,4,Supermarket C - HSR Layout
6317,2025-01-06,2024-07-17,2025-03-25,78,False,9565,Chocolate Bar 45g,Snacks,Cadbury,False,251,Ambient (20-25°C),LOT-20240717-725,668,428,173,14,241,18,79.08,13680.84,4,Supermarket C - HSR Layout
6318,2024-08-06,2024-04-23,2024-11-01,87,False,8156,Packaged Water 1L,Beverages,Bisleri,False,192,Ambient (20-25°C),LOT-20240423-296,993,608,208,24,376,79,105.01,21842.08,4,Supermarket C - HSR Layout
6319,2023-05-21,2023-05-06,2023-05-24,3,True,3020,Orange,Fruits,Del Monte,True,18,Cool (10-15°C),LOT-20230506-643,658,506,251,31,224,224,77.18,19372.18,2,Supermarket C - HSR Layout
6320,2023-03-30,2023-03-28,2023-04-02,3,True,6969,Sandwich Bread,Bakery,Britannia,True,5,Ambient (20-25°C),LOT-20230328-818,388,301,135,17,149,149,95.26,12860.1,5,Supermarket C - HSR Layout
6321,2023-11-26,2023-11-24,2023-11-30,4,False,7630,Mutton Curry Cut 500g,Meat,Licious,True,6,Frozen (-18°C),LOT-20231124-704,584,416,241,26,149,15,109.76,26452.16,5,Supermarket C - HSR Layout
6322,2023-04-06,2023-04-02,2023-04-15,9,False,4279,Tomato,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20230402-821,456,347,218,12,117,23,47.88,10437.84,5,Supermarket C - HSR Layout
6323,2023-12-27,2023-12-24,2024-01-04,8,False,4909,Spinach,Vegetables,FarmGate,True,11,Cool (10-15°C),LOT-20231224-326,271,234,148,11,75,16,56.36,8341.28,4,Supermarket C - HSR Layout
6324,2023-12-26,2023-12-14,2024-01-03,8,False,5763,Yogurt Cup,Dairy,Nestlé,True,20,Chilled (2-4°C),LOT-20231214-544,554,270,160,6,104,12,117.62,18819.2,3,Supermarket C - HSR Layout
6325,2025-02-25,2025-02-24,2025-03-09,12,False,4005,Spinach,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20250224-419,579,299,209,10,80,2,22.34,4669.06,3,Supermarket C - HSR Layout
6326,2023-11-16,2023-11-06,2023-11-16,0,True,7286,Fish Fillet 500g,Meat,FreshToHome,True,10,Frozen (-18°C),LOT-20231106-632,556,387,136,36,215,215,115.93,15766.48,4,Supermarket C - HSR Layout
6327,2024-06-12,2024-06-12,2024-06-25,13,False,4110,Spinach,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20240612-662,823,701,348,43,310,85,57.44,19989.12,4,Supermarket C - HSR Layout
6328,2023-11-23,2023-11-08,2023-12-07,14,False,5876,Milk 500ml,Dairy,Amul,True,29,Chilled (2-4°C),LOT-20231108-603,526,244,170,7,67,14,89.16,15157.2,4,Supermarket C - HSR Layout
6329,2025-09-06,2025-01-30,2025-11-22,77,False,8059,Cold Coffee 200ml,Beverages,Nestlé,False,296,Ambient (20-25°C),LOT-20250130-749,815,515,189,13,313,34,34.1,6444.9,5,Supermarket C - HSR Layout
6330,2024-01-16,2023-10-08,2024-07-02,168,False,8917,Packaged Water 1L,Beverages,Bisleri,False,268,Ambient (20-25°C),LOT-20231008-315,937,610,233,18,359,57,62.83,14639.39,4,Supermarket C - HSR Layout
6331,2023-12-19,2023-12-10,2023-12-21,2,True,3341,Orange,Fruits,Del Monte,True,11,Cool (10-15°C),LOT-20231210-453,296,211,128,5,78,78,103.54,13253.12,5,Supermarket C - HSR Layout
6332,2025-01-17,2025-01-12,2025-01-29,12,False,3548,Pomegranate,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20250112-779,492,396,224,22,150,29,44.76,10026.24,4,Supermarket C - HSR Layout
6333,2024-03-12,2024-03-02,2024-03-12,0,True,4286,Onion,Vegetables,Namdhari,True,10,Cool (10-15°C),LOT-20240302-297,538,276,141,18,117,117,15.31,2158.71,4,Supermarket C - HSR Layout
6334,2024-09-01,2024-07-06,2024-10-22,51,False,8981,Orange Juice 1L,Beverages,Real,False,108,Ambient (20-25°C),LOT-20240706-552,774,500,149,21,330,17,77.99,11620.51,5,Supermarket C - HSR Layout
6335,2024-06-10,2023-12-01,2024-10-14,126,False,9797,Chocolate Bar 45g,Snacks,Cadbury,False,318,Ambient (20-25°C),LOT-20231201-943,976,733,363,16,354,55,82.88,30085.44,3,Supermarket C - HSR Layout
6336,2025-03-15,2025-03-13,2025-03-16,1,True,6284,Brown Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20250313-903,630,491,192,31,268,268,89.75,17232.0,3,Supermarket C - HSR Layout
6337,2025-05-19,2025-04-22,2026-02-23,280,False,9497,Chocolate Bar 45g,Snacks,Cadbury,False,307,Ambient (20-25°C),LOT-20250422-475,1017,720,316,24,380,87,22.9,7236.4,4,Supermarket C - HSR Layout
6338,2023-09-26,2023-09-26,2023-10-10,14,False,3786,Apple,Fruits,Del Monte,True,14,Cool (10-15°C),LOT-20230926-175,384,283,185,12,86,22,34.49,6380.65,5,Supermarket C - HSR Layout
6339,2023-06-01,2023-05-28,2023-06-05,4,False,7341,Fish Fillet 500g,Meat,FreshToHome,True,8,Frozen (-18°C),LOT-20230528-346,757,752,356,40,356,26,250.69,89245.64,3,Supermarket C - HSR Layout
6340,2025-01-07,2024-12-21,2025-01-08,1,True,5231,Curd 400g,Dairy,Amul,True,18,Chilled (2-4°C),LOT-20241221-958,597,543,347,16,180,180,77.02,26725.94,3,Supermarket C - HSR Layout
6341,2023-12-04,2023-11-28,2023-12-07,3,True,3960,Apple,Fruits,Del Monte,True,9,Cool (10-15°C),LOT-20231128-600,417,309,158,17,134,134,33.3,5261.4,3,Supermarket C - HSR Layout
6342,2023-02-17,2023-02-12,2023-02-23,6,False,4991,Tomato,Vegetables,Namdhari,True,11,Cool (10-15°C),LOT-20230212-371,616,471,186,36,249,0,35.2,6547.2,3,Supermarket C - HSR Layout
6343,2023-09-11,2023-09-05,2023-09-18,7,False,4250,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20230905-151,498,396,219,24,153,27,28.34,6206.46,4,Supermarket C - HSR Layout
6344,2023-03-05,2023-02-25,2023-03-08,3,True,4893,Onion,Vegetables,Namdhari,True,11,Cool (10-15°C),LOT-20230225-815,387,272,169,9,94,94,39.48,6672.12,3,Supermarket C - HSR Layout
6345,2023-09-13,2023-03-09,2024-01-07,116,False,8959,Mango Juice 1L,Beverages,Paper Boat,False,304,Ambient (20-25°C),LOT-20230309-764,925,721,204,25,492,131,18.55,3784.2,3,Supermarket C - HSR Layout
6346,2023-10-17,2023-04-18,2024-01-08,83,False,8396,Cold Coffee 200ml,Beverages,Nestlé,False,265,Ambient (20-25°C),LOT-20230418-263,1050,860,349,29,482,70,35.66,12445.34,3,Supermarket C - HSR Layout
6347,2024-01-24,2024-01-24,2024-02-01,8,False,3711,Grapes,Fruits,Reliance Fresh,True,8,Cool (10-15°C),LOT-20240124-894,411,129,84,5,40,6,66.52,5587.68,5,Supermarket C - HSR Layout
6348,2024-05-02,2024-05-02,2024-05-16,14,False,3893,Banana,Fruits,FreshFarms,True,14,Cool (10-15°C),LOT-20240502-370,494,365,246,14,105,29,103.22,25392.12,5,Supermarket C - HSR Layout
6349,2023-01-18,2023-01-07,2023-01-27,9,False,5634,Yogurt Cup,Dairy,Nestlé,True,20,Chilled (2-4°C),LOT-20230107-588,535,346,227,10,109,4,50.52,11468.04,3,Supermarket C - HSR Layout
6350,2025-09-10,2025-04-11,2025-10-15,35,False,9643,Chocolate Bar 45g,Snacks,Cadbury,False,187,Ambient (20-25°C),LOT-20250411-433,1011,927,322,35,570,110,88.56,28516.32,5,Supermarket C - HSR Layout
6351,2023-10-08,2023-10-06,2023-10-09,1,True,6481,Pav 6pc,Bakery,Modern Foods,True,3,Ambient (20-25°C),LOT-20231006-101,351,316,172,19,125,125,62.0,10664.0,4,Supermarket C - HSR Layout
6352,2024-12-04,2024-10-15,2025-06-26,204,False,9551,Potato Chips 100g,Snacks,Lays,False,254,Ambient (20-25°C),LOT-20241015-292,956,828,409,17,402,115,26.24,10732.16,5,Supermarket C - HSR Layout
6353,2023-01-25,2023-01-21,2023-01-27,2,True,6813,Pav 6pc,Bakery,Modern Foods,True,6,Ambient (20-25°C),LOT-20230121-731,271,175,85,5,85,85,81.15,6897.75,4,Supermarket C - HSR Layout
6354,2024-01-01,2023-12-06,2024-01-02,1,True,5769,Yogurt Cup,Dairy,Nestlé,True,27,Chilled (2-4°C),LOT-20231206-119,364,235,154,12,69,69,48.51,7470.54,4,Supermarket C - HSR Layout
6355,2023-01-24,2023-01-20,2023-01-29,5,False,5777,Paneer 200g,Dairy,Nandini,True,9,Chilled (2-4°C),LOT-20230120-520,341,229,99,10,120,22,88.56,8767.44,4,Supermarket C - HSR Layout
6356,2023-09-12,2023-09-08,2023-09-14,2,True,7452,Eggs Dozen,Meat,Local Farm,True,6,Frozen (-18°C),LOT-20230908-150,618,504,179,45,280,280,102.08,18272.32,1,Supermarket C - HSR Layout
6357,2023-03-30,2023-01-13,2023-07-05,97,False,9269,Masala Namkeen 150g,Snacks,Haldiram's,False,173,Ambient (20-25°C),LOT-20230113-119,705,480,215,13,252,57,80.78,17367.7,5,Supermarket C - HSR Layout
6358,2024-08-08,2024-08-07,2024-08-15,7,False,7935,Fish Fillet 500g,Meat,FreshToHome,True,8,Frozen (-18°C),LOT-20240807-894,306,184,78,13,93,7,334.77,26112.06,4,Supermarket C - HSR Layout
6359,2025-01-20,2024-06-17,2025-03-31,70,False,9606,Biscuit 200g,Snacks,Parle,False,287,Ambient (20-25°C),LOT-20240617-223,961,634,183,24,427,25,113.92,20847.36,3,Supermarket C - HSR Layout
6360,2024-12-01,2024-11-30,2024-12-10,9,False,4696,Tomato,Vegetables,Namdhari,True,10,Cool (10-15°C),LOT-20241130-241,597,522,283,23,216,29,50.86,14393.38,5,Supermarket C - HSR Layout
6361,2023-07-28,2023-07-20,2023-08-05,8,False,5241,Curd 400g,Dairy,Amul,True,16,Chilled (2-4°C),LOT-20230720-132,458,266,114,16,136,16,46.05,5249.7,5,Supermarket C - HSR Layout
6362,2023-03-03,2023-02-28,2023-03-05,2,True,7161,Fish Fillet 500g,Meat,FreshToHome,True,5,Frozen (-18°C),LOT-20230228-152,186,92,65,4,23,23,111.93,7275.45,3,Supermarket C - HSR Layout
