Date,Shop_ID,Shop_Name,City,Product_ID,Product_Name,Category,Supplier_Name,Quantity_Stocked,Quantity_Sold,Price_per_Unit (₹),Revenue (₹),Wastage_Units,Storage_Type,Feedback_Score
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,35,21,72.0,1512.0,14,Refrigerated,2
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,44,40,25.0,1000.0,4,Ambient,5
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,66,59,35.0,2065.0,7,Ambient,3
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,26,20,420.0,8400.0,6,Ambient,4
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,32,27,155.0,4185.0,5,Ambient,4
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,45,28,20.0,560.0,17,Ambient,2
2024-04-27,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,29,26,40.0,1040.0,3,Refrigerated,3
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,46,35,42.0,1470.0,11,Refrigerated,4
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,25,21,38.0,798.0,4,Ambient,4
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,67,38,240.0,9120.0,29,Ice Box,2
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,20,13,72.0,936.0,7,Refrigerated,3
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,22,12,25.0,300.0,10,Ambient,2
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,29,25,35.0,875.0,4,Ambient,3
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,21,18,420.0,7560.0,3,Ambient,3
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,47,47,155.0,7285.0,0,Ambient,5
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,31,20,20.0,400.0,11,Ambient,2
2024-04-28,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,21,19,40.0,760.0,2,Refrigerated,4
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,46,38,42.0,1596.0,8,Refrigerated,4
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,26,19,38.0,722.0,7,Ambient,3
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,48,28,240.0,6720.0,20,Ice Box,2
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,60,54,72.0,3888.0,6,Refrigerated,5
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,25,22,25.0,550.0,3,Ambient,4
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,31,28,35.0,980.0,3,Ambient,5
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,48,26,420.0,10920.0,22,Ambient,3
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,15,13,155.0,2015.0,2,Ambient,3
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,18,16,20.0,320.0,2,Ambient,4
2024-04-29,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,27,15,40.0,600.0,12,Refrigerated,2
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,69,56,42.0,2352.0,13,Refrigerated,3
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,53,32,38.0,1216.0,21,Ambient,3
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,20,19,240.0,4560.0,1,Ice Box,4
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,30,26,72.0,1872.0,4,Refrigerated,3
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,20,11,25.0,275.0,9,Ambient,3
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,24,19,35.0,665.0,5,Ambient,4
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,19,18,420.0,7560.0,1,Ambient,4
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,27,15,155.0,2325.0,12,Ambient,2
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,26,22,20.0,440.0,4,Ambient,4
2024-04-30,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,27,20,40.0,800.0,7,Refrigerated,4
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,43,28,42.0,1176.0,15,Refrigerated,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,62,55,38.0,2090.0,7,Ambient,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,20,17,240.0,4080.0,3,Ice Box,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,54,53,72.0,3816.0,1,Refrigerated,4
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,29,15,25.0,375.0,14,Ambient,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,27,21,35.0,735.0,6,Ambient,4
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,21,18,420.0,7560.0,3,Ambient,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,29,17,155.0,2635.0,12,Ambient,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,36,20,20.0,400.0,16,Ambient,3
2024-05-01,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,16,11,40.0,440.0,5,Refrigerated,3
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,64,46,42.0,1932.0,18,Refrigerated,3
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,61,35,38.0,1330.0,26,Ambient,3
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,44,41,240.0,9840.0,3,Ice Box,5
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,64,40,72.0,2880.0,24,Refrigerated,3
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,39,30,25.0,750.0,9,Ambient,4
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,51,35,35.0,1225.0,16,Ambient,3
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,45,24,420.0,10080.0,21,Ambient,2
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,38,25,155.0,3875.0,13,Ambient,2
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,25,23,20.0,460.0,2,Ambient,5
2024-05-02,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,47,25,40.0,1000.0,22,Refrigerated,2
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,34,34,42.0,1428.0,0,Refrigerated,4
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,57,40,38.0,1520.0,17,Ambient,4
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,67,37,240.0,8880.0,30,Ice Box,3
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,51,30,72.0,2160.0,21,Refrigerated,2
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,40,38,25.0,950.0,2,Ambient,5
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,32,22,35.0,770.0,10,Ambient,3
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,29,21,420.0,8820.0,8,Ambient,4
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,25,21,155.0,3255.0,4,Ambient,3
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,47,32,20.0,640.0,15,Ambient,2
2024-05-03,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,15,11,40.0,440.0,4,Refrigerated,4
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,39,34,42.0,1428.0,5,Refrigerated,3
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,42,37,38.0,1406.0,5,Ambient,3
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,52,37,240.0,8880.0,15,Ice Box,3
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,55,51,72.0,3672.0,4,Refrigerated,5
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,35,20,25.0,500.0,15,Ambient,2
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,31,17,35.0,595.0,14,Ambient,2
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,34,23,420.0,9660.0,11,Ambient,3
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,23,16,155.0,2480.0,7,Ambient,2
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,45,41,20.0,820.0,4,Ambient,4
2024-05-04,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,19,14,40.0,560.0,5,Refrigerated,3
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,70,48,42.0,2016.0,22,Refrigerated,3
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,60,53,38.0,2014.0,7,Ambient,4
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,69,37,240.0,8880.0,32,Ice Box,2
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,38,30,72.0,2160.0,8,Refrigerated,4
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,37,24,25.0,600.0,13,Ambient,2
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,56,49,35.0,1715.0,7,Ambient,4
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,33,25,420.0,10500.0,8,Ambient,3
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,38,24,155.0,3720.0,14,Ambient,3
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,17,16,20.0,320.0,1,Ambient,4
2024-05-05,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,45,24,40.0,960.0,21,Refrigerated,2
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,33,28,42.0,1176.0,5,Refrigerated,4
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,43,37,38.0,1406.0,6,Ambient,4
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,39,21,240.0,5040.0,18,Ice Box,3
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,21,11,72.0,792.0,10,Refrigerated,3
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,42,36,25.0,900.0,6,Ambient,4
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,52,40,35.0,1400.0,12,Ambient,4
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,20,16,420.0,6720.0,4,Ambient,4
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,40,23,155.0,3565.0,17,Ambient,2
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,34,33,20.0,660.0,1,Ambient,5
2024-05-06,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,42,28,40.0,1120.0,14,Refrigerated,2
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,39,30,42.0,1260.0,9,Refrigerated,4
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,60,46,38.0,1748.0,14,Ambient,4
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,24,14,240.0,3360.0,10,Ice Box,2
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,45,28,72.0,2016.0,17,Refrigerated,2
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,20,18,25.0,450.0,2,Ambient,4
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,26,23,35.0,805.0,3,Ambient,4
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,36,20,420.0,8400.0,16,Ambient,3
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,41,31,155.0,4805.0,10,Ambient,4
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,37,34,20.0,680.0,3,Ambient,4
2024-05-07,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,28,25,40.0,1000.0,3,Refrigerated,4
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,43,37,42.0,1554.0,6,Refrigerated,4
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,25,20,38.0,760.0,5,Ambient,3
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,69,37,240.0,8880.0,32,Ice Box,3
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,31,30,72.0,2160.0,1,Refrigerated,5
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,45,25,25.0,625.0,20,Ambient,2
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,37,36,35.0,1260.0,1,Ambient,4
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,28,23,420.0,9660.0,5,Ambient,4
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,37,34,155.0,5270.0,3,Ambient,5
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,34,28,20.0,560.0,6,Ambient,4
2024-05-08,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,23,21,40.0,840.0,2,Refrigerated,5
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,24,23,42.0,966.0,1,Refrigerated,4
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,41,23,38.0,874.0,18,Ambient,2
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,39,36,240.0,8640.0,3,Ice Box,4
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,20,16,72.0,1152.0,4,Refrigerated,4
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,42,26,25.0,650.0,16,Ambient,3
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,36,35,35.0,1225.0,1,Ambient,5
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,40,34,420.0,14280.0,6,Ambient,3
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,41,36,155.0,5580.0,5,Ambient,3
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,50,33,20.0,660.0,17,Ambient,2
2024-05-09,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,19,14,40.0,560.0,5,Refrigerated,4
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,68,66,42.0,2772.0,2,Refrigerated,4
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,66,62,38.0,2356.0,4,Ambient,5
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,31,25,240.0,6000.0,6,Ice Box,4
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,33,26,72.0,1872.0,7,Refrigerated,4
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,26,22,25.0,550.0,4,Ambient,4
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,51,30,35.0,1050.0,21,Ambient,3
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,37,23,420.0,9660.0,14,Ambient,2
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,40,23,155.0,3565.0,17,Ambient,3
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,28,16,20.0,320.0,12,Ambient,2
2024-05-10,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,35,29,40.0,1160.0,6,Refrigerated,3
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,47,28,42.0,1176.0,19,Refrigerated,2
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,49,27,38.0,1026.0,22,Ambient,3
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,21,15,240.0,3600.0,6,Ice Box,4
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,42,33,72.0,2376.0,9,Refrigerated,4
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,45,29,25.0,725.0,16,Ambient,3
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,50,27,35.0,945.0,23,Ambient,3
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,31,21,420.0,8820.0,10,Ambient,3
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,29,24,155.0,3720.0,5,Ambient,3
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,49,35,20.0,700.0,14,Ambient,4
2024-05-11,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,42,29,40.0,1160.0,13,Refrigerated,3
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,45,37,42.0,1554.0,8,Refrigerated,3
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,36,28,38.0,1064.0,8,Ambient,4
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,51,29,240.0,6960.0,22,Ice Box,3
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,23,14,72.0,1008.0,9,Refrigerated,3
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,38,20,25.0,500.0,18,Ambient,2
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,69,45,35.0,1575.0,24,Ambient,2
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,50,33,420.0,13860.0,17,Ambient,3
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,37,25,155.0,3875.0,12,Ambient,3
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,31,26,20.0,520.0,5,Ambient,4
2024-05-12,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,16,12,40.0,480.0,4,Refrigerated,4
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,21,17,42.0,714.0,4,Refrigerated,4
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,54,40,38.0,1520.0,14,Ambient,3
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,52,36,240.0,8640.0,16,Ice Box,3
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,66,60,72.0,4320.0,6,Refrigerated,4
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,61,56,25.0,1400.0,5,Ambient,4
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,35,33,35.0,1155.0,2,Ambient,4
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,27,19,420.0,7980.0,8,Ambient,4
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,19,14,155.0,2170.0,5,Ambient,3
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,44,33,20.0,660.0,11,Ambient,3
2024-05-13,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,35,35,40.0,1400.0,0,Refrigerated,4
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,31,25,42.0,1050.0,6,Refrigerated,4
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,25,22,38.0,836.0,3,Ambient,3
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,40,35,240.0,8400.0,5,Ice Box,4
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,33,31,72.0,2232.0,2,Refrigerated,5
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,46,42,25.0,1050.0,4,Ambient,5
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,51,44,35.0,1540.0,7,Ambient,4
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,22,21,420.0,8820.0,1,Ambient,4
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,24,19,155.0,2945.0,5,Ambient,3
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,48,38,20.0,760.0,10,Ambient,3
2024-05-14,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,29,24,40.0,960.0,5,Refrigerated,4
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,62,34,42.0,1428.0,28,Refrigerated,3
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,62,47,38.0,1786.0,15,Ambient,4
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,69,38,240.0,9120.0,31,Ice Box,2
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,21,17,72.0,1224.0,4,Refrigerated,4
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,63,45,25.0,1125.0,18,Ambient,3
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,58,47,35.0,1645.0,11,Ambient,4
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,50,31,420.0,13020.0,19,Ambient,2
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,49,31,155.0,4805.0,18,Ambient,3
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,45,30,20.0,600.0,15,Ambient,2
2024-05-15,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,46,35,40.0,1400.0,11,Refrigerated,4
